wlan.sa wlan.ra wlan.ta wlan.da frame.time
"90:3a:72:05:72:49" "ff:ff:ff:ff:ff:ff" "90:3a:72:05:72:49" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.663096981 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.666857206 -05"
"f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.670238904 -05"
"f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.694369587 -05"
"f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "f8:e9:4e:25:8e:7f" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.712227219 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.775234883 -05"
 "5c:e0:c5:2a:e2:b1"   "Oct 23, 2019 19:29:10.825008758 -05"
"fc:77:74:e8:fc:97" "ff:ff:ff:ff:ff:ff" "fc:77:74:e8:fc:97" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.833716724 -05"
"5c:a3:9d:26:46:3c" "ff:ff:ff:ff:ff:ff" "5c:a3:9d:26:46:3c" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.839486328 -05"
"5c:a3:9d:26:46:3c" "ff:ff:ff:ff:ff:ff" "5c:a3:9d:26:46:3c" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.840951774 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.876847980 -05"
"cc:d4:a1:4f:b3:c8" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:4f:b3:c8" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.896643582 -05"
 "5c:e0:c5:2a:e2:b1"   "Oct 23, 2019 19:29:10.927167875 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:10.956286071 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:10.956799585 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:10.957190579 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:10.957410571 -05"
"8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "Oct 23, 2019 19:29:10.957664544 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:10.958179247 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:10.958411178 -05"
"8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "Oct 23, 2019 19:29:10.958943633 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:10.959161393 -05"
 "90:3a:72:85:72:88"   "Oct 23, 2019 19:29:10.959661237 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.978522714 -05"
"cc:d4:a1:4f:b3:c8" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:4f:b3:c8" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:10.999017024 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:11.010930632 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.011460003 -05"
"8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "Oct 23, 2019 19:29:11.011473401 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.011806146 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.046243177 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.047103054 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.047776971 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.048626866 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.049537875 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.059350391 -05"
 "90:3a:72:85:72:88"   "Oct 23, 2019 19:29:11.059482135 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:11.110731172 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.111215395 -05"
"8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "Oct 23, 2019 19:29:11.111219868 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.112600309 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.155176771 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.156619872 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.159222597 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.159845723 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.161793810 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.163040933 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.165657515 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.166311048 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.168165878 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.169048412 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.170155914 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.170785474 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.171435148 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.178798124 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.179417550 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.182021252 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.182674876 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.184605281 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.185256684 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.185889906 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.188199070 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.188946423 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.192986378 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.193566004 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.194336338 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.195334573 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.197431715 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.198578417 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.199170703 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.199775292 -05"
"dc:0b:34:8d:83:d5" "74:3e:2b:bb:12:08" "dc:0b:34:8d:83:d5" "74:3e:2b:bb:12:08" "Oct 23, 2019 19:29:11.205115144 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.205788313 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.206424296 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.207915055 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.216221552 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.216790306 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.218280663 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.220410108 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.221206514 -05"
"ac:3b:77:55:cb:7c" "ff:ff:ff:ff:ff:ff" "ac:3b:77:55:cb:7c" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:11.223987473 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.232151265 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.233323791 -05"
 "90:3a:72:85:72:88"   "Oct 23, 2019 19:29:11.233332374 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.235425095 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.237570125 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.238603197 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.239658999 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.240925582 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.243772856 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.244436614 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.245510003 -05"
 "24:da:9b:61:98:60"   "Oct 23, 2019 19:29:11.264016885 -05"
 "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c"  "Oct 23, 2019 19:29:11.284751963 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.285232777 -05"
"8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "8c:a9:82:7a:53:0c" "90:3a:72:85:72:88" "Oct 23, 2019 19:29:11.285241893 -05"
 "8c:a9:82:7a:53:0c"   "Oct 23, 2019 19:29:11.285605869 -05"
 "5c:e0:c5:2a:e2:b1"   "Oct 23, 2019 19:29:11.336809799 -05"
 "b4:79:c8:07:85:88"   "Oct 23, 2019 19:29:11.337784853 -05"
 "f0:18:98:3c:6f:ca" "b4:79:c8:87:85:89"  "Oct 23, 2019 19:29:11.374240980 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:11.384758127 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.384768980 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.384771118 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.385118005 -05"
 "20:32:6c:b8:35:d6"   "Oct 23, 2019 19:29:11.390993295 -05"
 "5c:e0:c5:2a:e2:b1"   "Oct 23, 2019 19:29:11.437901658 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.508054076 -05"
 "b4:d5:bd:b5:d2:90"   "Oct 23, 2019 19:29:11.544022558 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.582045091 -05"
"cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "cc:d4:a1:37:6f:98" "ff:ff:ff:ff:ff:ff" "Oct 23, 2019 19:29:11.589436360 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.614000398 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.614007719 -05"
 "30:87:d9:84:70:f8" "04:4f:4c:a3:3e:59"  "Oct 23, 2019 19:29:11.614009194 -05"
